LAT,LON,T2M,DATE
-39.5,145,17.55,2006-01-31
-39.5,145.625,17.6,2006-01-31
-39,143.125,17.22,2006-01-31
-39,143.75,17.31,2006-01-31
-39,144.375,17.87,2006-01-31
-39,145,17.95,2006-01-31
-39,145.625,17.87,2006-01-31
-38.5,143.125,17.17,2006-01-31
-38.5,143.75,17.37,2006-01-31
-38.5,144.375,18.01,2006-01-31
-38.5,145,18.26,2006-01-31
-38.5,145.625,17.99,2006-01-31
-38,143.125,17.62,2006-01-31
-38,143.75,17.8,2006-01-31
-38,144.375,18.21,2006-01-31
-38,145,18.78,2006-01-31
-38,145.625,18.82,2006-01-31
-40,143.125,15.1,2006-02-01
-40,143.75,15.38,2006-02-01
-40,144.375,15.9,2006-02-01
-40,145,16.18,2006-02-01
-40,145.625,16.39,2006-02-01
-39.5,143.125,15.41,2006-02-01
-39.5,143.75,15.76,2006-02-01
-39.5,144.375,16.17,2006-02-01
-39.5,145,16.42,2006-02-01
-39.5,145.625,16.6,2006-02-01
-39,143.125,15.7,2006-02-01
-39,143.75,16,2006-02-01
-39,144.375,16.62,2006-02-01
-39,145,16.76,2006-02-01
-39,145.625,16.87,2006-02-01
-38.5,143.125,15.59,2006-02-01
-38.5,143.75,16.2,2006-02-01
-38.5,144.375,16.93,2006-02-01
-38.5,145,17.08,2006-02-01
-38.5,145.625,17.03,2006-02-01
-38,143.125,15.92,2006-02-01
-38,143.75,16.56,2006-02-01
-38,144.375,17.84,2006-02-01
-38,145,18.16,2006-02-01
-38,145.625,17.83,2006-02-01
-40,143.125,15.28,2006-02-02
-40,143.75,15.19,2006-02-02
-40,144.375,15.45,2006-02-02
-40,145,15.65,2006-02-02
-40,145.625,15.88,2006-02-02
-39.5,143.125,15.66,2006-02-02
-39.5,143.75,15.82,2006-02-02
-39.5,144.375,15.97,2006-02-02
-39.5,145,15.98,2006-02-02
-39.5,145.625,16.1,2006-02-02
-39,143.125,16.04,2006-02-02
-39,143.75,15.84,2006-02-02
-39,144.375,16.37,2006-02-02
-39,145,16.45,2006-02-02
-39,145.625,16.44,2006-02-02
-38.5,143.125,15.42,2006-02-02
-38.5,143.75,16.45,2006-02-02
-38.5,144.375,16.9,2006-02-02
-38.5,145,16.93,2006-02-02
-38.5,145.625,16.66,2006-02-02
-38,143.125,16.48,2006-02-02
-38,143.75,17.18,2006-02-02
-38,144.375,17.15,2006-02-02
-38,145,17.29,2006-02-02
-38,145.625,16.79,2006-02-02
-40,143.125,16.57,2006-02-03
-40,143.75,16.49,2006-02-03
-40,144.375,16.63,2006-02-03
-40,145,16.7,2006-02-03
-40,145.625,16.73,2006-02-03
-39.5,143.125,17.01,2006-02-03
-39.5,143.75,17,2006-02-03
-39.5,144.375,17,2006-02-03
-39.5,145,16.83,2006-02-03
-39.5,145.625,16.8,2006-02-03
-39,143.125,17.1,2006-02-03
-39,143.75,16.93,2006-02-03
-39,144.375,17.13,2006-02-03
-39,145,16.98,2006-02-03
-39,145.625,16.88,2006-02-03
-38.5,143.125,16.61,2006-02-03
-38.5,143.75,17.21,2006-02-03
-38.5,144.375,17.36,2006-02-03
-38.5,145,17.2,2006-02-03
-38.5,145.625,16.94,2006-02-03
-38,143.125,17.14,2006-02-03
-38,143.75,17.38,2006-02-03
-38,144.375,17.25,2006-02-03
-38,145,17.24,2006-02-03
-38,145.625,16.5,2006-02-03
-40,143.125,15.58,2006-02-04
-40,143.75,15.68,2006-02-04
-40,144.375,16.06,2006-02-04
-40,145,16.14,2006-02-04
-40,145.625,16.33,2006-02-04
-39.5,143.125,15.9,2006-02-04
-39.5,143.75,16.32,2006-02-04
-39.5,144.375,16.58,2006-02-04
-39.5,145,16.42,2006-02-04
-39.5,145.625,16.53,2006-02-04
-39,143.125,16.31,2006-02-04
-39,143.75,16.67,2006-02-04
-39,144.375,16.95,2006-02-04
-39,145,16.88,2006-02-04
-39,145.625,16.91,2006-02-04
-38.5,143.125,17.12,2006-02-04
-38.5,143.75,18.07,2006-02-04
-38.5,144.375,17.62,2006-02-04
-38.5,145,17.51,2006-02-04
-38.5,145.625,17.46,2006-02-04
-38,143.125,18.45,2006-02-04
-38,143.75,18.87,2006-02-04
-38,144.375,18.25,2006-02-04
-38,145,17.96,2006-02-04
-38,145.625,17.69,2006-02-04
-40,143.125,15.74,2006-02-05
-40,143.75,16.01,2006-02-05
-40,144.375,16.1,2006-02-05
-40,145,16.11,2006-02-05
-40,145.625,16.23,2006-02-05
-39.5,143.125,16.25,2006-02-05
-39.5,143.75,16.55,2006-02-05
-39.5,144.375,16.41,2006-02-05
-39.5,145,16.39,2006-02-05
-39.5,145.625,16.77,2006-02-05
-39,143.125,16.83,2006-02-05
-39,143.75,16.83,2006-02-05
-39,144.375,16.71,2006-02-05
-39,145,16.94,2006-02-05
-39,145.625,17.24,2006-02-05
-38.5,143.125,18.19,2006-02-05
-38.5,143.75,17.56,2006-02-05
-38.5,144.375,17.09,2006-02-05
-38.5,145,17.55,2006-02-05
-38.5,145.625,18,2006-02-05
-38,143.125,19.09,2006-02-05
-38,143.75,18.01,2006-02-05
-38,144.375,17.61,2006-02-05
-38,145,18.31,2006-02-05
-38,145.625,19.01,2006-02-05
-40,143.125,14.23,2006-02-06
-40,143.75,14.26,2006-02-06
-40,144.375,14.6,2006-02-06
-40,145,14.94,2006-02-06
-40,145.625,15.03,2006-02-06
-39.5,143.125,14.74,2006-02-06
-39.5,143.75,14.95,2006-02-06
-39.5,144.375,15.25,2006-02-06
-39.5,145,15.43,2006-02-06
-39.5,145.625,15.52,2006-02-06
-39,143.125,15.32,2006-02-06
-39,143.75,15.15,2006-02-06
-39,144.375,15.73,2006-02-06
-39,145,15.92,2006-02-06
-39,145.625,15.96,2006-02-06
-38.5,143.125,14.51,2006-02-06
-38.5,143.75,14.91,2006-02-06
-38.5,144.375,16.07,2006-02-06
-38.5,145,16.28,2006-02-06
-38.5,145.625,15.79,2006-02-06
-38,143.125,14.03,2006-02-06
-38,143.75,14.23,2006-02-06
-38,144.375,15.83,2006-02-06
-38,145,16.53,2006-02-06
-38,145.625,15.08,2006-02-06
-40,143.125,15.04,2006-02-07
-40,143.75,15.07,2006-02-07
-40,144.375,15.42,2006-02-07
-40,145,15.69,2006-02-07
-40,145.625,16.02,2006-02-07
-39.5,143.125,15.53,2006-02-07
-39.5,143.75,15.92,2006-02-07
-39.5,144.375,16,2006-02-07
-39.5,145,15.94,2006-02-07
-39.5,145.625,16.03,2006-02-07
-39,143.125,15.71,2006-02-07
-39,143.75,15.87,2006-02-07
-39,144.375,16.25,2006-02-07
-39,145,16.15,2006-02-07
-39,145.625,15.98,2006-02-07
-38.5,143.125,15.33,2006-02-07
-38.5,143.75,15.57,2006-02-07
-38.5,144.375,16.19,2006-02-07
-38.5,145,16.17,2006-02-07
-38.5,145.625,15.37,2006-02-07
-38,143.125,15.87,2006-02-07
-38,143.75,15.08,2006-02-07
-38,144.375,15.41,2006-02-07
-38,145,15.87,2006-02-07
-38,145.625,15.39,2006-02-07
-40,143.125,16.73,2006-02-08
-40,143.75,17.63,2006-02-08
-40,144.375,17.62,2006-02-08
-40,145,17.52,2006-02-08
-40,145.625,17.71,2006-02-08
-39.5,143.125,17.53,2006-02-08
-39.5,143.75,18.52,2006-02-08
-39.5,144.375,18.38,2006-02-08
-39.5,145,18.3,2006-02-08
-39.5,145.625,18.37,2006-02-08
-39,143.125,18.73,2006-02-08
-39,143.75,19.47,2006-02-08
-39,144.375,20.02,2006-02-08
-39,145,20,2006-02-08
-39,145.625,20.33,2006-02-08
-38.5,143.125,20.58,2006-02-08
-38.5,143.75,21.12,2006-02-08
-38.5,144.375,21.27,2006-02-08
-38.5,145,21.52,2006-02-08
-38.5,145.625,22.32,2006-02-08
-38,143.125,21.42,2006-02-08
-38,143.75,21.71,2006-02-08
-38,144.375,22.46,2006-02-08
-38,145,22.56,2006-02-08
-38,145.625,22.83,2006-02-08
-40,143.125,15.19,2006-02-09
-40,143.75,15.21,2006-02-09
-40,144.375,15.37,2006-02-09
-40,145,15.51,2006-02-09
-40,145.625,15.47,2006-02-09
-39.5,143.125,15.59,2006-02-09
-39.5,143.75,15.75,2006-02-09
-39.5,144.375,15.91,2006-02-09
-39.5,145,15.95,2006-02-09
-39.5,145.625,15.95,2006-02-09
-39,143.125,16.02,2006-02-09
-39,143.75,15.75,2006-02-09
-39,144.375,16.32,2006-02-09
-39,145,16.41,2006-02-09
-39,145.625,16.38,2006-02-09
-38.5,143.125,14.88,2006-02-09
-38.5,143.75,14.92,2006-02-09
-38.5,144.375,16.26,2006-02-09
-38.5,145,16.52,2006-02-09
-38.5,145.625,15.52,2006-02-09
-38,143.125,14.26,2006-02-09
-38,143.75,13.96,2006-02-09
-38,144.375,15.4,2006-02-09
-38,145,15.87,2006-02-09
-38,145.625,13.65,2006-02-09
-40,143.125,15.35,2006-02-10
-40,143.75,15.19,2006-02-10
-40,144.375,15.24,2006-02-10
-40,145,15.38,2006-02-10
-40,145.625,15.46,2006-02-10
-39.5,143.125,15.71,2006-02-10
-39.5,143.75,15.72,2006-02-10
-39.5,144.375,15.77,2006-02-10
-39.5,145,15.75,2006-02-10
-39.5,145.625,15.81,2006-02-10
-39,143.125,15.89,2006-02-10
-39,143.75,15.52,2006-02-10
-39,144.375,16.08,2006-02-10
-39,145,16.15,2006-02-10
-39,145.625,16.16,2006-02-10
-38.5,143.125,14.96,2006-02-10
-38.5,143.75,15.1,2006-02-10
-38.5,144.375,16.06,2006-02-10
-38.5,145,16.31,2006-02-10
-38.5,145.625,15.55,2006-02-10
-38,143.125,14.85,2006-02-10
-38,143.75,15.02,2006-02-10
-38,144.375,15.93,2006-02-10
-38,145,16.17,2006-02-10
-38,145.625,14.54,2006-02-10
-40,143.125,16.15,2006-02-11
-40,143.75,16.16,2006-02-11
-40,144.375,16.26,2006-02-11
-40,145,16.31,2006-02-11
-40,145.625,16.32,2006-02-11
-39.5,143.125,16.42,2006-02-11
-39.5,143.75,16.56,2006-02-11
-39.5,144.375,16.65,2006-02-11
-39.5,145,16.62,2006-02-11
-39.5,145.625,16.58,2006-02-11
-39,143.125,16.44,2006-02-11
-39,143.75,16.3,2006-02-11
-39,144.375,16.85,2006-02-11
-39,145,16.87,2006-02-11
-39,145.625,16.69,2006-02-11
-38.5,143.125,15.55,2006-02-11
-38.5,143.75,16.62,2006-02-11
-38.5,144.375,17.24,2006-02-11
-38.5,145,16.93,2006-02-11
-38.5,145.625,15.91,2006-02-11
-38,143.125,16.23,2006-02-11
-38,143.75,16.93,2006-02-11
-38,144.375,17.35,2006-02-11
-38,145,16.97,2006-02-11
-38,145.625,15.38,2006-02-11
-40,143.125,15.24,2006-02-12
-40,143.75,15.32,2006-02-12
-40,144.375,15.64,2006-02-12
-40,145,15.9,2006-02-12
-40,145.625,16.01,2006-02-12
-39.5,143.125,15.63,2006-02-12
-39.5,143.75,15.88,2006-02-12
-39.5,144.375,16.08,2006-02-12
-39.5,145,16.21,2006-02-12
-39.5,145.625,16.35,2006-02-12
-39,143.125,15.97,2006-02-12
-39,143.75,16.19,2006-02-12
-39,144.375,16.63,2006-02-12
-39,145,16.68,2006-02-12
-39,145.625,16.97,2006-02-12
-38.5,143.125,16.26,2006-02-12
-38.5,143.75,16.85,2006-02-12
-38.5,144.375,17.65,2006-02-12
-38.5,145,17.81,2006-02-12
-38.5,145.625,17.95,2006-02-12
-38,143.125,16.93,2006-02-12
-38,143.75,17.44,2006-02-12
-38,144.375,18.85,2006-02-12
-38,145,19.31,2006-02-12
-38,145.625,18.57,2006-02-12
-40,143.125,15.79,2006-02-13
-40,143.75,15.87,2006-02-13
-40,144.375,16.04,2006-02-13
-40,145,16.12,2006-02-13
-40,145.625,16.07,2006-02-13
-39.5,143.125,16.05,2006-02-13
-39.5,143.75,16.26,2006-02-13
-39.5,144.375,16.35,2006-02-13
-39.5,145,16.33,2006-02-13
-39.5,145.625,16.34,2006-02-13
-39,143.125,16.22,2006-02-13
-39,143.75,15.99,2006-02-13
-39,144.375,16.47,2006-02-13
-39,145,16.52,2006-02-13
-39,145.625,16.48,2006-02-13
-38.5,143.125,15.42,2006-02-13
-38.5,143.75,15.7,2006-02-13
-38.5,144.375,16.62,2006-02-13
-38.5,145,16.69,2006-02-13
-38.5,145.625,16.15,2006-02-13
-38,143.125,15.44,2006-02-13
-38,143.75,15.78,2006-02-13
-38,144.375,16.66,2006-02-13
-38,145,16.64,2006-02-13
-38,145.625,15.13,2006-02-13
-40,143.125,15.8,2006-02-14
-40,143.75,15.8,2006-02-14
-40,144.375,16.06,2006-02-14
-40,145,16.15,2006-02-14
-40,145.625,16.32,2006-02-14
-39.5,143.125,16.12,2006-02-14
-39.5,143.75,16.38,2006-02-14
-39.5,144.375,16.54,2006-02-14
-39.5,145,16.57,2006-02-14
-39.5,145.625,16.49,2006-02-14
-39,143.125,16.42,2006-02-14
-39,143.75,16.5,2006-02-14
-39,144.375,16.77,2006-02-14
-39,145,16.84,2006-02-14
-39,145.625,16.83,2006-02-14
-38.5,143.125,16.99,2006-02-14
-38.5,143.75,17.38,2006-02-14
-38.5,144.375,17.3,2006-02-14
-38.5,145,17.26,2006-02-14
-38.5,145.625,17.01,2006-02-14
-38,143.125,18.21,2006-02-14
-38,143.75,17.97,2006-02-14
-38,144.375,17.78,2006-02-14
-38,145,17.6,2006-02-14
-38,145.625,17.17,2006-02-14
-40,143.125,15.63,2006-02-15
-40,143.75,15.98,2006-02-15
-40,144.375,16.59,2006-02-15
-40,145,16.13,2006-02-15
-40,145.625,16.14,2006-02-15
-39.5,143.125,16.21,2006-02-15
-39.5,143.75,16.76,2006-02-15
-39.5,144.375,16.54,2006-02-15
-39.5,145,16.41,2006-02-15
-39.5,145.625,16.57,2006-02-15
-39,143.125,16.74,2006-02-15
-39,143.75,16.85,2006-02-15
-39,144.375,16.57,2006-02-15
-39,145,16.89,2006-02-15
-39,145.625,17.35,2006-02-15
-38.5,143.125,18.49,2006-02-15
-38.5,143.75,17.51,2006-02-15
-38.5,144.375,17.12,2006-02-15
-38.5,145,17.64,2006-02-15
-38.5,145.625,19.09,2006-02-15
-38,143.125,19.7,2006-02-15
-38,143.75,18.38,2006-02-15
-38,144.375,18.29,2006-02-15
-38,145,18.88,2006-02-15
-38,145.625,20.65,2006-02-15
-40,143.125,16.79,2006-02-16
-40,143.75,17.51,2006-02-16
-40,144.375,17.55,2006-02-16
-40,145,17.88,2006-02-16
-40,145.625,17.8,2006-02-16
-39.5,143.125,17.4,2006-02-16
-39.5,143.75,17.91,2006-02-16
-39.5,144.375,17.91,2006-02-16
-39.5,145,18.24,2006-02-16
-39.5,145.625,18.29,2006-02-16
-39,143.125,18.54,2006-02-16
-39,143.75,19.09,2006-02-16
-39,144.375,18.5,2006-02-16
-39,145,18.82,2006-02-16
-39,145.625,19.47,2006-02-16
-38.5,143.125,23.07,2006-02-16
-38.5,143.75,22.02,2006-02-16
-38.5,144.375,20.18,2006-02-16
-38.5,145,20.41,2006-02-16
-38.5,145.625,22.13,2006-02-16
-38,143.125,24.41,2006-02-16
-38,143.75,24.23,2006-02-16
-38,144.375,23.8,2006-02-16
-38,145,23.57,2006-02-16
-38,145.625,24.93,2006-02-16
-40,143.125,16.11,2006-02-17
-40,143.75,16.16,2006-02-17
-40,144.375,16.49,2006-02-17
-40,145,16.94,2006-02-17
-40,145.625,17.17,2006-02-17
-39.5,143.125,16.72,2006-02-17
-39.5,143.75,16.92,2006-02-17
-39.5,144.375,17.07,2006-02-17
-39.5,145,17.39,2006-02-17
-39.5,145.625,17.63,2006-02-17
-39,143.125,17.41,2006-02-17
-39,143.75,17.51,2006-02-17
-39,144.375,17.86,2006-02-17
-39,145,18,2006-02-17
-39,145.625,18.35,2006-02-17
-38.5,143.125,18.07,2006-02-17
-38.5,143.75,18.78,2006-02-17
-38.5,144.375,19.19,2006-02-17
-38.5,145,19.13,2006-02-17
-38.5,145.625,19.87,2006-02-17
-38,143.125,19.28,2006-02-17
-38,143.75,20.02,2006-02-17
-38,144.375,21.33,2006-02-17
-38,145,21.29,2006-02-17
-38,145.625,21.6,2006-02-17
-40,143.125,15.43,2006-02-18
-40,143.75,15.4,2006-02-18
-40,144.375,15.67,2006-02-18
-40,145,16,2006-02-18
-40,145.625,16.31,2006-02-18
-39.5,143.125,15.91,2006-02-18
-39.5,143.75,16.05,2006-02-18
-39.5,144.375,16.23,2006-02-18
-39.5,145,16.45,2006-02-18
-39.5,145.625,16.69,2006-02-18
-39,143.125,16.43,2006-02-18
-39,143.75,16.53,2006-02-18
-39,144.375,16.74,2006-02-18
-39,145,16.84,2006-02-18
-39,145.625,17.01,2006-02-18
-38.5,143.125,17.06,2006-02-18
-38.5,143.75,17.86,2006-02-18
-38.5,144.375,17.64,2006-02-18
-38.5,145,17.22,2006-02-18
-38.5,145.625,17.31,2006-02-18
-38,143.125,18.61,2006-02-18
-38,143.75,19.09,2006-02-18
-38,144.375,19,2006-02-18
-38,145,18.53,2006-02-18
-38,145.625,18.01,2006-02-18
-40,143.125,14.57,2006-02-19
-40,143.75,14.58,2006-02-19
-40,144.375,15,2006-02-19
-40,145,15.47,2006-02-19
-40,145.625,15.77,2006-02-19
-39.5,143.125,14.96,2006-02-19
-39.5,143.75,15.28,2006-02-19
-39.5,144.375,15.57,2006-02-19
-39.5,145,15.76,2006-02-19
-39.5,145.625,15.99,2006-02-19
-39,143.125,15.39,2006-02-19
-39,143.75,15.5,2006-02-19
-39,144.375,16.01,2006-02-19
-39,145,16.15,2006-02-19
-39,145.625,16.29,2006-02-19
-38.5,143.125,15.09,2006-02-19
-38.5,143.75,15.71,2006-02-19
-38.5,144.375,16.45,2006-02-19
-38.5,145,16.52,2006-02-19
-38.5,145.625,16.13,2006-02-19
-38,143.125,15.52,2006-02-19
-38,143.75,16.52,2006-02-19
-38,144.375,17.41,2006-02-19
-38,145,16.97,2006-02-19
-38,145.625,15.73,2006-02-19
-40,143.125,16.04,2006-02-20
-40,143.75,16.1,2006-02-20
-40,144.375,16.25,2006-02-20
-40,145,16.36,2006-02-20
-40,145.625,16.42,2006-02-20
-39.5,143.125,16.16,2006-02-20
-39.5,143.75,16.33,2006-02-20
-39.5,144.375,16.43,2006-02-20
-39.5,145,16.42,2006-02-20
-39.5,145.625,16.52,2006-02-20
-39,143.125,16.11,2006-02-20
-39,143.75,16.09,2006-02-20
-39,144.375,16.5,2006-02-20
-39,145,16.56,2006-02-20
-39,145.625,16.6,2006-02-20
-38.5,143.125,15.44,2006-02-20
-38.5,143.75,16.28,2006-02-20
-38.5,144.375,16.71,2006-02-20
-38.5,145,16.66,2006-02-20
-38.5,145.625,16.12,2006-02-20
-38,143.125,15.99,2006-02-20
-38,143.75,16.75,2006-02-20
-38,144.375,16.86,2006-02-20
-38,145,16.68,2006-02-20
-38,145.625,15.88,2006-02-20
-40,143.125,16.15,2006-02-21
-40,143.75,16.34,2006-02-21
-40,144.375,16.61,2006-02-21
-40,145,16.75,2006-02-21
-40,145.625,17.04,2006-02-21
-39.5,143.125,16.48,2006-02-21
-39.5,143.75,16.85,2006-02-21
-39.5,144.375,16.99,2006-02-21
-39.5,145,16.91,2006-02-21
-39.5,145.625,17.09,2006-02-21
-39,143.125,16.73,2006-02-21
-39,143.75,16.79,2006-02-21
-39,144.375,17.14,2006-02-21
-39,145,17.12,2006-02-21
-39,145.625,17.2,2006-02-21
-38.5,143.125,17.03,2006-02-21
-38.5,143.75,17.57,2006-02-21
-38.5,144.375,17.44,2006-02-21
-38.5,145,17.51,2006-02-21
-38.5,145.625,17.56,2006-02-21
-38,143.125,18.54,2006-02-21
-38,143.75,18.63,2006-02-21
-38,144.375,18.19,2006-02-21
-38,145,18.41,2006-02-21
-38,145.625,18.28,2006-02-21
-40,143.125,16.43,2006-02-22
-40,143.75,16.88,2006-02-22
-40,144.375,17.33,2006-02-22
-40,145,17.64,2006-02-22
-40,145.625,17.57,2006-02-22
-39.5,143.125,17.07,2006-02-22
-39.5,143.75,17.77,2006-02-22
-39.5,144.375,17.61,2006-02-22
-39.5,145,17.56,2006-02-22
-39.5,145.625,17.8,2006-02-22
-39,143.125,17.62,2006-02-22
-39,143.75,17.85,2006-02-22
-39,144.375,17.64,2006-02-22
-39,145,17.82,2006-02-22
-39,145.625,18.23,2006-02-22
-38.5,143.125,18.5,2006-02-22
-38.5,143.75,17.99,2006-02-22
-38.5,144.375,17.81,2006-02-22
-38.5,145,18.35,2006-02-22
-38.5,145.625,19.82,2006-02-22
-38,143.125,19.11,2006-02-22
-38,143.75,18.4,2006-02-22
-38,144.375,18.36,2006-02-22
-38,145,19.13,2006-02-22
-38,145.625,20.36,2006-02-22
-40,143.125,17.86,2006-02-23
-40,143.75,18.26,2006-02-23
-40,144.375,18.1,2006-02-23
-40,145,18.16,2006-02-23
-40,145.625,18.3,2006-02-23
-39.5,143.125,18.21,2006-02-23
-39.5,143.75,18.66,2006-02-23
-39.5,144.375,18.53,2006-02-23
-39.5,145,18.61,2006-02-23
-39.5,145.625,18.73,2006-02-23
-39,143.125,19.04,2006-02-23
-39,143.75,19.48,2006-02-23
-39,144.375,19.11,2006-02-23
-39,145,19.66,2006-02-23
-39,145.625,19.93,2006-02-23
-38.5,143.125,23.71,2006-02-23
-38.5,143.75,22.29,2006-02-23
-38.5,144.375,20.99,2006-02-23
-38.5,145,22.33,2006-02-23
-38.5,145.625,23.46,2006-02-23
-38,143.125,25.33,2006-02-23
-38,143.75,25.62,2006-02-23
-38,144.375,26.27,2006-02-23
-38,145,26.56,2006-02-23
-38,145.625,26.7,2006-02-23
-40,143.125,18.7,2006-02-24
-40,143.75,19.37,2006-02-24
-40,144.375,19.22,2006-02-24
-40,145,19.03,2006-02-24
-40,145.625,19.03,2006-02-24
-39.5,143.125,19.5,2006-02-24
-39.5,143.75,20.6,2006-02-24
-39.5,144.375,20.68,2006-02-24
-39.5,145,20.43,2006-02-24
-39.5,145.625,20.19,2006-02-24
-39,143.125,21.31,2006-02-24
-39,143.75,22.32,2006-02-24
-39,144.375,22.17,2006-02-24
-39,145,22.81,2006-02-24
-39,145.625,23.07,2006-02-24
-38.5,143.125,24.99,2006-02-24
-38.5,143.75,25.3,2006-02-24
-38.5,144.375,24.19,2006-02-24
-38.5,145,24.71,2006-02-24
-38.5,145.625,27.11,2006-02-24
-38,143.125,25.96,2006-02-24
-38,143.75,27.05,2006-02-24
-38,144.375,27.66,2006-02-24
-38,145,27.71,2006-02-24
-38,145.625,28.03,2006-02-24
-40,143.125,16.34,2006-02-25
-40,143.75,16.73,2006-02-25
-40,144.375,17.21,2006-02-25
-40,145,17.47,2006-02-25
-40,145.625,17.63,2006-02-25
-39.5,143.125,16.77,2006-02-25
-39.5,143.75,17.24,2006-02-25
-39.5,144.375,17.61,2006-02-25
-39.5,145,17.88,2006-02-25
-39.5,145.625,18.21,2006-02-25
-39,143.125,17.25,2006-02-25
-39,143.75,17.49,2006-02-25
-39,144.375,18.06,2006-02-25
-39,145,18.42,2006-02-25
-39,145.625,18.9,2006-02-25
-38.5,143.125,17.34,2006-02-25
-38.5,143.75,18.06,2006-02-25
-38.5,144.375,18.92,2006-02-25
-38.5,145,19.41,2006-02-25
-38.5,145.625,19.59,2006-02-25
-38,143.125,18.14,2006-02-25
-38,143.75,18.73,2006-02-25
-38,144.375,19.98,2006-02-25
-38,145,20.45,2006-02-25
-38,145.625,19.52,2006-02-25
-40,143.125,15.1,2006-02-26
-40,143.75,15.01,2006-02-26
-40,144.375,15.17,2006-02-26
-40,145,15.46,2006-02-26
-40,145.625,15.78,2006-02-26
-39.5,143.125,15.51,2006-02-26
-39.5,143.75,15.74,2006-02-26
-39.5,144.375,15.86,2006-02-26
-39.5,145,15.91,2006-02-26
-39.5,145.625,16.14,2006-02-26
-39,143.125,15.81,2006-02-26
-39,143.75,15.81,2006-02-26
-39,144.375,16.36,2006-02-26
-39,145,16.64,2006-02-26
-39,145.625,16.64,2006-02-26
-38.5,143.125,15.16,2006-02-26
-38.5,143.75,15.65,2006-02-26
-38.5,144.375,16.67,2006-02-26
-38.5,145,16.94,2006-02-26
-38.5,145.625,16.33,2006-02-26
-38,143.125,15.03,2006-02-26
-38,143.75,15.69,2006-02-26
-38,144.375,16.65,2006-02-26
-38,145,16.82,2006-02-26
-38,145.625,15.69,2006-02-26
-40,143.125,16.43,2006-02-27
-40,143.75,16.2,2006-02-27
-40,144.375,16.3,2006-02-27
-40,145,16.46,2006-02-27
-40,145.625,16.48,2006-02-27
-39.5,143.125,16.2,2006-02-27
-39.5,143.75,16.29,2006-02-27
-39.5,144.375,16.31,2006-02-27
-39.5,145,16.3,2006-02-27
-39.5,145.625,16.35,2006-02-27
-39,143.125,16,2006-02-27
-39,143.75,16.06,2006-02-27
-39,144.375,16.36,2006-02-27
-39,145,16.4,2006-02-27
-39,145.625,16.4,2006-02-27
-38.5,143.125,15.69,2006-02-27
-38.5,143.75,16.66,2006-02-27
-38.5,144.375,16.65,2006-02-27
-38.5,145,16.62,2006-02-27
-38.5,145.625,16.5,2006-02-27
-38,143.125,16.59,2006-02-27
-38,143.75,16.81,2006-02-27
-38,144.375,16.85,2006-02-27
-38,145,16.85,2006-02-27
-38,145.625,16.96,2006-02-27
-40,143.125,16.29,2006-02-28
-40,143.75,16.14,2006-02-28
-40,144.375,16.26,2006-02-28
-40,145,16.54,2006-02-28
-40,145.625,16.73,2006-02-28
-39.5,143.125,16.58,2006-02-28
-39.5,143.75,16.61,2006-02-28
-39.5,144.375,16.8,2006-02-28
-39.5,145,16.94,2006-02-28
-39.5,145.625,17.07,2006-02-28
-39,143.125,16.79,2006-02-28
-39,143.75,16.67,2006-02-28
-39,144.375,17.1,2006-02-28
-39,145,17.28,2006-02-28
-39,145.625,17.3,2006-02-28
-38.5,143.125,15.95,2006-02-28
-38.5,143.75,16.86,2006-02-28
-38.5,144.375,17.43,2006-02-28
-38.5,145,17.34,2006-02-28
-38.5,145.625,17.19,2006-02-28
-38,143.125,15.93,2006-02-28
-38,143.75,17.46,2006-02-28
-38,144.375,18.06,2006-02-28
-38,145,17.68,2006-02-28
-38,145.625,17.13,2006-02-28
-40,143.125,17.16,2006-03-01
-40,143.75,17.3,2006-03-01
-40,144.375,17.38,2006-03-01
-40,145,17.66,2006-03-01
-40,145.625,17.86,2006-03-01
-39.5,143.125,17.51,2006-03-01
-39.5,143.75,17.62,2006-03-01
-39.5,144.375,17.6,2006-03-01
-39.5,145,17.8,2006-03-01
-39.5,145.625,17.99,2006-03-01
-39,143.125,17.4,2006-03-01
-39,143.75,17.27,2006-03-01
-39,144.375,17.67,2006-03-01
-39,145,17.83,2006-03-01
-39,145.625,18.04,2006-03-01
-38.5,143.125,17.28,2006-03-01
-38.5,143.75,16.83,2006-03-01
-38.5,144.375,17.51,2006-03-01
-38.5,145,18.01,2006-03-01
-38.5,145.625,18.53,2006-03-01
-38,143.125,17.43,2006-03-01
-38,143.75,16.72,2006-03-01
-38,144.375,17.35,2006-03-01
-38,145,18.41,2006-03-01
-38,145.625,18.87,2006-03-01
-40,143.125,19.22,2006-03-02
-40,143.75,19.18,2006-03-02
-40,144.375,18.71,2006-03-02
-40,145,18.62,2006-03-02
-40,145.625,18.65,2006-03-02
-39.5,143.125,19.77,2006-03-02
-39.5,143.75,19.87,2006-03-02
-39.5,144.375,19.4,2006-03-02
-39.5,145,19.24,2006-03-02
-39.5,145.625,19.24,2006-03-02
-39,143.125,20.77,2006-03-02
-39,143.75,21.45,2006-03-02
-39,144.375,20.59,2006-03-02
-39,145,20.43,2006-03-02
-39,145.625,20.5,2006-03-02
-38.5,143.125,25.35,2006-03-02
-38.5,143.75,24.39,2006-03-02
-38.5,144.375,23.25,2006-03-02
-38.5,145,22.89,2006-03-02
